"program","treatment","stage","input_size","duration"
"001-shl-bin","compilation",NA,0.814789
"001-shl-bin","compilation",NA,0.814762
"001-shl-bin","compilation",NA,0.814715
"001-shl-bin","compilation",NA,0.814786
"001-shl-bin","compilation",NA,0.814769
"001-shl-bin","compilation",NA,0.814759
"001-shl-bin","compilation",NA,0.814772
"001-shl-bin","compilation",NA,0.814715
"001-shl-bin","compilation",NA,0.814781
"001-shl-bin","compilation",NA,0.814778
"001-shl-bin","runtime",1.000000,0.001080
"001-shl-bin","runtime",1.000000,0.001104
"001-shl-bin","runtime",1.000000,0.001078
"001-shl-bin","runtime",1.000000,0.001104
"001-shl-bin","runtime",1.000000,0.001116
"001-shl-bin","runtime",1.000000,0.001096
"001-shl-bin","runtime",1.000000,0.001120
"001-shl-bin","runtime",1.000000,0.001103
"001-shl-bin","runtime",1.000000,0.001073
"001-shl-bin","runtime",1.000000,0.001075
"001-shl-bin","runtime",2.000000,0.001083
"001-shl-bin","runtime",2.000000,0.001106
"001-shl-bin","runtime",2.000000,0.001076
"001-shl-bin","runtime",2.000000,0.001104
"001-shl-bin","runtime",2.000000,0.001093
"001-shl-bin","runtime",2.000000,0.001153
"001-shl-bin","runtime",2.000000,0.001088
"001-shl-bin","runtime",2.000000,0.001075
"001-shl-bin","runtime",2.000000,0.001102
"001-shl-bin","runtime",2.000000,0.001130
"001-shl-bin","runtime",4.000000,0.001088
"001-shl-bin","runtime",4.000000,0.001089
"001-shl-bin","runtime",4.000000,0.001091
"001-shl-bin","runtime",4.000000,0.001112
"001-shl-bin","runtime",4.000000,0.001116
"001-shl-bin","runtime",4.000000,0.001104
"001-shl-bin","runtime",4.000000,0.001096
"001-shl-bin","runtime",4.000000,0.001103
"001-shl-bin","runtime",4.000000,0.001106
"001-shl-bin","runtime",4.000000,0.001088
"001-shl-bin","runtime",5.000000,0.001100
"001-shl-bin","runtime",5.000000,0.001090
"001-shl-bin","runtime",5.000000,0.001130
"001-shl-bin","runtime",5.000000,0.001075
"001-shl-bin","runtime",5.000000,0.001115
"001-shl-bin","runtime",5.000000,0.001088
"001-shl-bin","runtime",5.000000,0.001143
"001-shl-bin","runtime",5.000000,0.001103
"001-shl-bin","runtime",5.000000,0.001082
"001-shl-bin","runtime",5.000000,0.001089
"001-shl-bin","runtime",6.000000,0.001102
"001-shl-bin","runtime",6.000000,0.001108
"001-shl-bin","runtime",6.000000,0.001091
"001-shl-bin","runtime",6.000000,0.001099
"001-shl-bin","runtime",6.000000,0.001119
"001-shl-bin","runtime",6.000000,0.001111
"001-shl-bin","runtime",6.000000,0.001110
"001-shl-bin","runtime",6.000000,0.001128
"001-shl-bin","runtime",6.000000,0.001089
"001-shl-bin","runtime",6.000000,0.001148
"001-shl-bin","runtime",8.000000,0.001100
"001-shl-bin","runtime",8.000000,0.001084
"001-shl-bin","runtime",8.000000,0.001088
"001-shl-bin","runtime",8.000000,0.001074
"001-shl-bin","runtime",8.000000,0.001104
"001-shl-bin","runtime",8.000000,0.001101
"001-shl-bin","runtime",8.000000,0.001095
"001-shl-bin","runtime",8.000000,0.001093
"001-shl-bin","runtime",8.000000,0.001122
"001-shl-bin","runtime",8.000000,0.001083
"001-shl-bin","runtime",9.000000,0.001076
"001-shl-bin","runtime",9.000000,0.001076
"001-shl-bin","runtime",9.000000,0.001101
"001-shl-bin","runtime",9.000000,0.001106
"001-shl-bin","runtime",9.000000,0.001080
"001-shl-bin","runtime",9.000000,0.001106
"001-shl-bin","runtime",9.000000,0.001123
"001-shl-bin","runtime",9.000000,0.001078
"001-shl-bin","runtime",9.000000,0.001100
"001-shl-bin","runtime",9.000000,0.001081
"001-shl-bin","runtime",10.000000,0.001098
"001-shl-bin","runtime",10.000000,0.001090
"001-shl-bin","runtime",10.000000,0.001102
"001-shl-bin","runtime",10.000000,0.001106
"001-shl-bin","runtime",10.000000,0.001116
"001-shl-bin","runtime",10.000000,0.001107
"001-shl-bin","runtime",10.000000,0.001092
"001-shl-bin","runtime",10.000000,0.001115
"001-shl-bin","runtime",10.000000,0.001077
"001-shl-bin","runtime",10.000000,0.001078
"001-shl-bin","runtime",12.000000,0.001084
"001-shl-bin","runtime",12.000000,0.001100
"001-shl-bin","runtime",12.000000,0.001105
"001-shl-bin","runtime",12.000000,0.001112
"001-shl-bin","runtime",12.000000,0.001085
"001-shl-bin","runtime",12.000000,0.001135
"001-shl-bin","runtime",12.000000,0.001089
"001-shl-bin","runtime",12.000000,0.001087
"001-shl-bin","runtime",12.000000,0.001072
"001-shl-bin","runtime",12.000000,0.001104
"001-shl-bin","runtime",13.000000,0.001073
"001-shl-bin","runtime",13.000000,0.001104
"001-shl-bin","runtime",13.000000,0.001105
"001-shl-bin","runtime",13.000000,0.001107
"001-shl-bin","runtime",13.000000,0.001102
"001-shl-bin","runtime",13.000000,0.001091
"001-shl-bin","runtime",13.000000,0.001078
"001-shl-bin","runtime",13.000000,0.001084
"001-shl-bin","runtime",13.000000,0.001102
"001-shl-bin","runtime",13.000000,0.001098
"001-shl-bin","runtime",14.000000,0.001087
"001-shl-bin","runtime",14.000000,0.001100
"001-shl-bin","runtime",14.000000,0.001100
"001-shl-bin","runtime",14.000000,0.001075
"001-shl-bin","runtime",14.000000,0.001074
"001-shl-bin","runtime",14.000000,0.001093
"001-shl-bin","runtime",14.000000,0.001088
"001-shl-bin","runtime",14.000000,0.001094
"001-shl-bin","runtime",14.000000,0.001104
"001-shl-bin","runtime",14.000000,0.001104
"001-shl-bin","runtime",15.000000,0.001088
"001-shl-bin","runtime",15.000000,0.001102
"001-shl-bin","runtime",15.000000,0.001087
"001-shl-bin","runtime",15.000000,0.001101
"001-shl-bin","runtime",15.000000,0.001078
"001-shl-bin","runtime",15.000000,0.001106
"001-shl-bin","runtime",15.000000,0.001105
"001-shl-bin","runtime",15.000000,0.001119
"001-shl-bin","runtime",15.000000,0.001074
"001-shl-bin","runtime",15.000000,0.001074
"001-shl-bin","runtime",17.000000,0.001075
"001-shl-bin","runtime",17.000000,0.001089
"001-shl-bin","runtime",17.000000,0.001102
"001-shl-bin","runtime",17.000000,0.001107
"001-shl-bin","runtime",17.000000,0.001106
"001-shl-bin","runtime",17.000000,0.001107
"001-shl-bin","runtime",17.000000,0.001098
"001-shl-bin","runtime",17.000000,0.001091
"001-shl-bin","runtime",17.000000,0.001102
"001-shl-bin","runtime",17.000000,0.001104
"001-shl-bin","runtime",18.000000,0.001101
"001-shl-bin","runtime",18.000000,0.001104
"001-shl-bin","runtime",18.000000,0.001084
"001-shl-bin","runtime",18.000000,0.001104
"001-shl-bin","runtime",18.000000,0.001052
"001-shl-bin","runtime",18.000000,0.001074
"001-shl-bin","runtime",18.000000,0.001074
"001-shl-bin","runtime",18.000000,0.001101
"001-shl-bin","runtime",18.000000,0.001082
"001-shl-bin","runtime",18.000000,0.001071
"001-shl-bin","runtime",19.000000,0.001107
"001-shl-bin","runtime",19.000000,0.001122
"001-shl-bin","runtime",19.000000,0.001076
"001-shl-bin","runtime",19.000000,0.001099
"001-shl-bin","runtime",19.000000,0.001105
"001-shl-bin","runtime",19.000000,0.001133
"001-shl-bin","runtime",19.000000,0.001085
"001-shl-bin","runtime",19.000000,0.001081
"001-shl-bin","runtime",19.000000,0.001080
"001-shl-bin","runtime",19.000000,0.001102
"001-shl-bin","runtime",21.000000,0.001105
"001-shl-bin","runtime",21.000000,0.001104
